match_id,batting_team,bowling_team,batsman,Balls_Played,Total_Runs
234,Delhi Daredevils,Kings XI Punjab,VR Aaron,5,0
25,Royal Challengers Bangalore,Kings XI Punjab,W Jaffer,5,0
257,Deccan Chargers,Mumbai Indians,A Mishra,2,0
264,Deccan Chargers,Delhi Daredevils,S Dhawan,31,44
324,Mumbai Indians,Royal Challengers Bangalore,KD Karthik,37,60
326,Rajasthan Royals,Delhi Daredevils,R Shukla,2,1
329,Sunrisers Hyderabad,Royal Challengers Bangalore,A Ashish Reddy,12,14
364,Sunrisers Hyderabad,Mumbai Indians,KC Sangakkara,21,21
389,Kings XI Punjab,Royal Challengers Bangalore,Mandeep Singh,12,16
390,Sunrisers Hyderabad,Rajasthan Royals,PA Patel,6,2
394,Kolkata Knight Riders,Sunrisers Hyderabad,MS Bisla,19,15
416,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,7,20
416,Royal Challengers Bangalore,Kings XI Punjab,Yuvraj Singh,32,35
417,Kolkata Knight Riders,Rajasthan Royals,RV Uthappa,1,0
458,Kings XI Punjab,Kolkata Knight Riders,GJ Maxwell,1,0
488,Kolkata Knight Riders,Chennai Super Kings,YK Pathan,20,13
50,Mumbai Indians,Delhi Daredevils,ST Jayasuriya,45,66
51,Rajasthan Royals,Chennai Super Kings,Kamran Akmal,28,53
524,Kings XI Punjab,Delhi Daredevils,M Vohra,25,32
526,Gujarat Lions,Mumbai Indians,AD Nath,11,12
544,Royal Challengers Bangalore,Sunrisers Hyderabad,KL Rahul,29,51
545,Gujarat Lions,Kings XI Punjab,SK Raina,15,18
56,Delhi Daredevils,Rajasthan Royals,MF Maharoof,6,6
574,Royal Challengers Bangalore,Gujarat Lions,STR Binny,16,21
63,Royal Challengers Bangalore,Chennai Super Kings,R Dravid,18,20
72,Deccan Chargers,Chennai Super Kings,AA Bilakhia,14,12
77,Delhi Daredevils,Deccan Chargers,KD Karthik,32,41
79,Mumbai Indians,Kolkata Knight Riders,SR Tendulkar,32,34
86,Kings XI Punjab,Rajasthan Royals,DPMD Jayawardene,11,9
91,Mumbai Indians,Delhi Daredevils,SR Tendulkar,15,15
96,Rajasthan Royals,Deccan Chargers,SK Warne,1,0
110,Kings XI Punjab,Chennai Super Kings,LA Pomersbach,32,26
124,Delhi Daredevils,Mumbai Indians,MF Maharoof,18,28
156,Mumbai Indians,Kings XI Punjab,JP Duminy,29,35
184,Kings XI Punjab,Chennai Super Kings,AM Nayar,1,0
211,Kolkata Knight Riders,Kings XI Punjab,G Gambhir,47,45
224,Kochi Tuskers Kerala,Royal Challengers Bangalore,PA Patel,14,19
224,Kochi Tuskers Kerala,Royal Challengers Bangalore,RV Gomez,16,7
250,Kolkata Knight Riders,Delhi Daredevils,MK Tiwary,1,0
286,Rajasthan Royals,Delhi Daredevils,AM Rahane,65,84
298,Delhi Daredevils,Kolkata Knight Riders,V Sehwag,9,23
301,Mumbai Indians,Royal Challengers Bangalore,Harbhajan Singh,12,20
327,Mumbai Indians,Chennai Super Kings,KA Pollard,40,57
336,Mumbai Indians,Pune Warriors,RT Ponting,17,14
363,Pune Warriors,Chennai Super Kings,LJ Wright,6,2
38,Rajasthan Royals,Kings XI Punjab,M Kaif,5,1
386,Kolkata Knight Riders,Pune Warriors,SMSM Senanayake,1,2
387,Chennai Super Kings,Delhi Daredevils,M Vijay,24,31
39,Deccan Chargers,Delhi Daredevils,PM Sarvesh Kumar,2,1
391,Mumbai Indians,Kings XI Punjab,AP Tare,12,22
392,Delhi Daredevils,Pune Warriors,DPMD Jayawardene,14,14
4,Mumbai Indians,Royal Challengers Bangalore,DJ Thornely,6,0
408,Rajasthan Royals,Chennai Super Kings,SR Watson,6,7
414,Delhi Daredevils,Mumbai Indians,M Vijay,35,40
416,Royal Challengers Bangalore,Kings XI Punjab,YV Takawale,7,0
430,Delhi Daredevils,Sunrisers Hyderabad,JP Duminy,5,4
465,Kings XI Punjab,Mumbai Indians,GJ Bailey,33,61
475,Royal Challengers Bangalore,Mumbai Indians,RR Rossouw,1,0
486,Kolkata Knight Riders,Delhi Daredevils,MK Pandey,19,22
49,Deccan Chargers,Kings XI Punjab,Y Venugopal Rao,5,2
514,Mumbai Indians,Chennai Super Kings,AT Rayudu,9,10
516,Royal Challengers Bangalore,Chennai Super Kings,MA Starc,1,1
545,Gujarat Lions,Kings XI Punjab,DR Smith,19,15
563,Kings XI Punjab,Sunrisers Hyderabad,WP Saha,23,27
567,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,35,73
568,Kolkata Knight Riders,Gujarat Lions,M Morkel,1,1
69,Mumbai Indians,Deccan Chargers,Z Khan,6,4
100,Chennai Super Kings,Royal Challengers Bangalore,M Muralitharan,2,4
105,Deccan Chargers,Kings XI Punjab,DB Ravi Teja,15,10
113,Delhi Daredevils,Deccan Chargers,V Sehwag,32,39
119,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,5,2
124,Delhi Daredevils,Mumbai Indians,AB de Villiers,11,11
124,Delhi Daredevils,Mumbai Indians,PJ Sangwan,10,4
13,Mumbai Indians,Deccan Chargers,RV Uthappa,5,6
153,Kings XI Punjab,Rajasthan Royals,Yuvraj Singh,16,28
158,Kolkata Knight Riders,Royal Challengers Bangalore,WP Saha,15,13
169,Chennai Super Kings,Kings XI Punjab,S Badrinath,37,53
171,Mumbai Indians,Kolkata Knight Riders,S Dhawan,11,10
176,Chennai Super Kings,Kolkata Knight Riders,S Anirudha,56,64
184,Kings XI Punjab,Chennai Super Kings,AC Gilchrist,15,19
198,Chennai Super Kings,Mumbai Indians,SK Raina,4,5
213,Chennai Super Kings,Deccan Chargers,JA Morkel,6,19
220,Delhi Daredevils,Deccan Chargers,Y Venugopal Rao,14,3
228,Kings XI Punjab,Mumbai Indians,Mandeep Singh,5,8
234,Delhi Daredevils,Kings XI Punjab,M Morkel,6,16
241,Kings XI Punjab,Deccan Chargers,PP Chawla,7,13
248,Chennai Super Kings,Royal Challengers Bangalore,DJ Bravo,1,6
251,Mumbai Indians,Pune Warriors,Harbhajan Singh,15,16
254,Chennai Super Kings,Deccan Chargers,M Vijay,5,2
260,Rajasthan Royals,Mumbai Indians,AL Menaria,16,20
332,Kings XI Punjab,Chennai Super Kings,Azhar Mahmood,7,8
335,Sunrisers Hyderabad,Delhi Daredevils,PA Patel,19,19
340,Chennai Super Kings,Pune Warriors,MS Dhoni,13,10
342,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,51,65
344,Mumbai Indians,Rajasthan Royals,SR Tendulkar,3,1
347,Kolkata Knight Riders,Chennai Super Kings,LR Shukla,3,1
352,Royal Challengers Bangalore,Pune Warriors,V Kohli,9,11
36,Kolkata Knight Riders,Delhi Daredevils,Salman Butt,47,48
360,Pune Warriors,Delhi Daredevils,AJ Finch,34,37
367,Pune Warriors,Royal Challengers Bangalore,AB Dinda,5,6
369,Sunrisers Hyderabad,Delhi Daredevils,PA Patel,18,14
379,Delhi Daredevils,Royal Challengers Bangalore,UBT Chand,36,41
393,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,14,28
42,Rajasthan Royals,Royal Challengers Bangalore,SR Watson,28,46
426,Delhi Daredevils,Kolkata Knight Riders,LR Shukla,14,10
428,Rajasthan Royals,Sunrisers Hyderabad,STR Binny,19,12
431,Mumbai Indians,Chennai Super Kings,CM Gautam,8,9
45,Delhi Daredevils,Royal Challengers Bangalore,KD Karthik,4,6
45,Royal Challengers Bangalore,Delhi Daredevils,SP Goswami,43,52
457,Chennai Super Kings,Kings XI Punjab,MS Dhoni,34,42
46,Rajasthan Royals,Kolkata Knight Riders,SA Asnodkar,3,5
468,Chennai Super Kings,Kolkata Knight Riders,RG More,2,2
475,Mumbai Indians,Royal Challengers Bangalore,HH Pandya,7,16
478,Sunrisers Hyderabad,Kolkata Knight Riders,DA Warner,55,91
483,Kings XI Punjab,Chennai Super Kings,SE Marsh,10,10
491,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,20,34
507,Royal Challengers Bangalore,Kings XI Punjab,CH Gayle,15,17
515,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,28,27
516,Chennai Super Kings,Royal Challengers Bangalore,DJ Bravo,1,0
532,Sunrisers Hyderabad,Gujarat Lions,S Dhawan,44,53
535,Kings XI Punjab,Sunrisers Hyderabad,AR Patel,17,36
537,Rising Pune Supergiants,Kolkata Knight Riders,MS Dhoni,12,23
563,Sunrisers Hyderabad,Kings XI Punjab,Yuvraj Singh,25,42
564,Mumbai Indians,Delhi Daredevils,JC Buttler,9,18
576,Gujarat Lions,Sunrisers Hyderabad,RA Jadeja,16,19
65,Deccan Chargers,Royal Challengers Bangalore,AC Gilchrist,45,71
68,Royal Challengers Bangalore,Kings XI Punjab,P Kumar,7,13
80,Royal Challengers Bangalore,Kings XI Punjab,RV Uthappa,17,19
101,Mumbai Indians,Rajasthan Royals,SL Malinga,1,0
145,Deccan Chargers,Kolkata Knight Riders,RG Sharma,6,2
154,Kolkata Knight Riders,Delhi Daredevils,MK Tiwary,19,26
172,Royal Challengers Bangalore,Mumbai Indians,P Kumar,2,1
177,Deccan Chargers,Rajasthan Royals,S Dhawan,15,24
190,Deccan Chargers,Kings XI Punjab,S Dhawan,36,45
196,Kolkata Knight Riders,Kochi Tuskers Kerala,L Balaji,1,1
20,Delhi Daredevils,Chennai Super Kings,G Gambhir,37,50
239,Pune Warriors,Kolkata Knight Riders,WD Parnell,1,1
250,Kolkata Knight Riders,Delhi Daredevils,B Lee,5,9
265,Pune Warriors,Chennai Super Kings,JD Ryder,56,73
275,Rajasthan Royals,Chennai Super Kings,OA Shah,45,52
278,Kolkata Knight Riders,Deccan Chargers,DB Das,8,9
304,Kolkata Knight Riders,Mumbai Indians,YK Pathan,32,40
31,Royal Challengers Bangalore,Mumbai Indians,P Kumar,11,8
336,Mumbai Indians,Pune Warriors,KD Karthik,29,41
361,Rajasthan Royals,Royal Challengers Bangalore,OA Shah,1,1
373,Sunrisers Hyderabad,Royal Challengers Bangalore,GH Vihari,3,4
390,Rajasthan Royals,Sunrisers Hyderabad,Sachin Baby,7,3
393,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,11,24
398,Chennai Super Kings,Mumbai Indians,MS Dhoni,49,63
400,Royal Challengers Bangalore,Delhi Daredevils,Yuvraj Singh,30,52
401,Chennai Super Kings,Kings XI Punjab,BB McCullum,49,67
449,Delhi Daredevils,Mumbai Indians,KM Jadhav,5,7
455,Kolkata Knight Riders,Kings XI Punjab,G Gambhir,3,1
458,Kings XI Punjab,Kolkata Knight Riders,DA Miller,1,1
459,Kolkata Knight Riders,Mumbai Indians,YK Pathan,12,14
459,Mumbai Indians,Kolkata Knight Riders,AP Tare,8,7
526,Gujarat Lions,Mumbai Indians,KD Karthik,12,9
527,Kings XI Punjab,Rising Pune Supergiants,SE Marsh,6,4
535,Sunrisers Hyderabad,Kings XI Punjab,DA Warner,32,59
560,Kings XI Punjab,Mumbai Indians,HM Amla,5,0
560,Mumbai Indians,Kings XI Punjab,MJ McClenaghan,4,4
567,Royal Challengers Bangalore,Kings XI Punjab,SR Watson,2,1
569,Delhi Daredevils,Sunrisers Hyderabad,Q de Kock,11,2
577,Sunrisers Hyderabad,Royal Challengers Bangalore,BCJ Cutting,18,39
59,Chennai Super Kings,Mumbai Indians,SK Raina,9,8
7,Deccan Chargers,Delhi Daredevils,SB Bangar,14,8
8,Chennai Super Kings,Mumbai Indians,JDP Oram,2,5
85,Chennai Super Kings,Deccan Chargers,MS Dhoni,39,58
85,Deccan Chargers,Chennai Super Kings,DR Smith,23,49
87,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,58,71
88,Deccan Chargers,Mumbai Indians,DR Smith,12,16
95,Kolkata Knight Riders,Delhi Daredevils,MC Henriques,8,2
122,Royal Challengers Bangalore,Kings XI Punjab,RV Uthappa,21,51
130,Delhi Daredevils,Deccan Chargers,M Manhas,8,8
132,Kolkata Knight Riders,Mumbai Indians,SC Ganguly,35,31
137,Kings XI Punjab,Kolkata Knight Riders,DPMD Jayawardene,15,16
138,Royal Challengers Bangalore,Delhi Daredevils,DW Steyn,9,8
138,Royal Challengers Bangalore,Delhi Daredevils,P Kumar,1,0
141,Delhi Daredevils,Kolkata Knight Riders,PD Collingwood,45,53
149,Kolkata Knight Riders,Kings XI Punjab,SC Ganguly,33,36
163,Kolkata Knight Riders,Chennai Super Kings,CH Gayle,4,7
204,Royal Challengers Bangalore,Delhi Daredevils,TM Dilshan,1,0
205,Pune Warriors,Chennai Super Kings,MR Marsh,16,11
272,Deccan Chargers,Delhi Daredevils,JP Duminy,9,13
286,Rajasthan Royals,Delhi Daredevils,R Dravid,40,40
309,Chennai Super Kings,Kolkata Knight Riders,DJ Bravo,7,11
326,Rajasthan Royals,Delhi Daredevils,BJ Hodge,7,5
341,Kings XI Punjab,Kolkata Knight Riders,AC Gilchrist,13,7
349,Mumbai Indians,Delhi Daredevils,KD Karthik,6,2
365,Kolkata Knight Riders,Delhi Daredevils,S Narwal,16,23
368,Rajasthan Royals,Kolkata Knight Riders,SR Watson,39,35
371,Chennai Super Kings,Mumbai Indians,RA Jadeja,18,20
378,Pune Warriors,Kolkata Knight Riders,WD Parnell,7,5
383,Rajasthan Royals,Chennai Super Kings,AM Rahane,10,9
386,Kolkata Knight Riders,Pune Warriors,MK Tiwary,2,0
391,Mumbai Indians,Kings XI Punjab,R Dhawan,15,14
415,Sunrisers Hyderabad,Chennai Super Kings,S Dhawan,9,7
432,Kolkata Knight Riders,Kings XI Punjab,G Gambhir,47,63
466,Royal Challengers Bangalore,Sunrisers Hyderabad,Mandeep Singh,1,0
479,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,14,13
502,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,16,17
525,Sunrisers Hyderabad,Kolkata Knight Riders,MC Henriques,10,6
547,Kolkata Knight Riders,Royal Challengers Bangalore,MK Pandey,12,8
567,Kings XI Punjab,Royal Challengers Bangalore,HM Amla,6,9
567,Royal Challengers Bangalore,Kings XI Punjab,KL Rahul,7,16
60,Rajasthan Royals,Royal Challengers Bangalore,SA Asnodkar,3,0
65,Royal Challengers Bangalore,Deccan Chargers,JD Ryder,1,0
83,Kings XI Punjab,Kolkata Knight Riders,S Sohal,18,25
85,Chennai Super Kings,Deccan Chargers,ML Hayden,28,43
87,Kolkata Knight Riders,Delhi Daredevils,WP Saha,1,1
1,Kolkata Knight Riders,Royal Challengers Bangalore,BB McCullum,77,158
137,Kings XI Punjab,Kolkata Knight Riders,KC Sangakkara,27,30
144,Delhi Daredevils,Rajasthan Royals,V Sehwag,13,19
144,Rajasthan Royals,Delhi Daredevils,AC Voges,17,15
16,Kolkata Knight Riders,Mumbai Indians,Mohammad Hafeez,6,2
195,Mumbai Indians,Pune Warriors,SR Tendulkar,40,35
203,Pune Warriors,Chennai Super Kings,Yuvraj Singh,43,34
225,Pune Warriors,Kings XI Punjab,MK Pandey,33,28
226,Rajasthan Royals,Chennai Super Kings,SR Watson,10,11
229,Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,10,17
231,Kings XI Punjab,Kochi Tuskers Kerala,Mandeep Singh,11,15
244,Mumbai Indians,Kolkata Knight Riders,JEC Franklin,24,45
258,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,14,6
261,Chennai Super Kings,Royal Challengers Bangalore,RA Jadeja,1,4
273,Pune Warriors,Chennai Super Kings,RV Uthappa,5,8
281,Mumbai Indians,Kings XI Punjab,AT Rayudu,17,34
284,Kings XI Punjab,Chennai Super Kings,PP Chawla,2,0
306,Pune Warriors,Rajasthan Royals,SPD Smith,31,37
306,Rajasthan Royals,Pune Warriors,STR Binny,5,6
309,Kolkata Knight Riders,Chennai Super Kings,YK Pathan,8,11
314,Deccan Chargers,Rajasthan Royals,CA Lynn,10,6
320,Chennai Super Kings,Mumbai Indians,RA Jadeja,2,1
415,Sunrisers Hyderabad,Chennai Super Kings,KL Rahul,27,25
42,Royal Challengers Bangalore,Rajasthan Royals,R Dravid,37,75
434,Sunrisers Hyderabad,Mumbai Indians,NV Ojha,4,7
439,Delhi Daredevils,Rajasthan Royals,R Shukla,12,14
456,Mumbai Indians,Chennai Super Kings,P Kumar,2,1
561,Gujarat Lions,Royal Challengers Bangalore,DR Smith,6,7
58,Chennai Super Kings,Rajasthan Royals,S Badrinath,2,6
59,Mumbai Indians,Chennai Super Kings,ST Jayasuriya,20,26
66,Chennai Super Kings,Delhi Daredevils,MS Gony,2,6
7,Delhi Daredevils,Deccan Chargers,G Gambhir,9,12
76,Mumbai Indians,Kings XI Punjab,SS Tiwary,4,6
83,Kolkata Knight Riders,Kings XI Punjab,CH Gayle,17,17
10,Mumbai Indians,Kings XI Punjab,AM Nayar,3,2
105,Kings XI Punjab,Deccan Chargers,IK Pathan,11,17
108,Delhi Daredevils,Royal Challengers Bangalore,V Sehwag,2,0
134,Rajasthan Royals,Kings XI Punjab,P Dogra,1,1
148,Mumbai Indians,Deccan Chargers,SR Tendulkar,25,35
158,Kolkata Knight Riders,Royal Challengers Bangalore,AD Mathews,2,1
158,Kolkata Knight Riders,Royal Challengers Bangalore,CA Pujara,9,16
18,Kings XI Punjab,Deccan Chargers,RR Sarwan,15,15
19,Kolkata Knight Riders,Rajasthan Royals,AB Agarkar,15,20
203,Chennai Super Kings,Pune Warriors,JA Morkel,5,0
206,Kochi Tuskers Kerala,Deccan Chargers,R Vinay Kumar,19,18
223,Delhi Daredevils,Mumbai Indians,S Nadeem,1,0
226,Rajasthan Royals,Chennai Super Kings,AM Rahane,36,52
232,Royal Challengers Bangalore,Kolkata Knight Riders,LA Pomersbach,15,16
238,Kochi Tuskers Kerala,Chennai Super Kings,RA Jadeja,13,19
241,Kings XI Punjab,Deccan Chargers,BA Bhatt,5,0
255,Rajasthan Royals,Kolkata Knight Riders,KK Cooper,5,5
276,Pune Warriors,Delhi Daredevils,RV Uthappa,14,10
277,Mumbai Indians,Kings XI Punjab,NLTC Perera,8,4
279,Rajasthan Royals,Royal Challengers Bangalore,AM Rahane,19,13
279,Royal Challengers Bangalore,Rajasthan Royals,CH Gayle,8,4
290,Rajasthan Royals,Delhi Daredevils,BJ Hodge,2,1
294,Kolkata Knight Riders,Pune Warriors,BB McCullum,44,42
300,Deccan Chargers,Kings XI Punjab,KC Sangakkara,6,4
337,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,11,4
338,Kolkata Knight Riders,Sunrisers Hyderabad,EJG Morgan,24,47
385,Sunrisers Hyderabad,Mumbai Indians,CL White,24,43
392,Delhi Daredevils,Pune Warriors,UT Yadav,9,8
404,Kolkata Knight Riders,Delhi Daredevils,MK Pandey,47,48
406,Delhi Daredevils,Chennai Super Kings,JD Unadkat,5,1
442,Rajasthan Royals,Mumbai Indians,Ankit Sharma,4,4
449,Mumbai Indians,Delhi Daredevils,S Gopal,10,11
45,Delhi Daredevils,Royal Challengers Bangalore,G Gambhir,32,39
452,Kolkata Knight Riders,Sunrisers Hyderabad,SA Yadav,6,12
459,Kolkata Knight Riders,Mumbai Indians,MK Pandey,24,40
462,Sunrisers Hyderabad,Chennai Super Kings,KS Williamson,20,26
5,Kolkata Knight Riders,Deccan Chargers,RT Ponting,1,0
500,Mumbai Indians,Chennai Super Kings,RG Sharma,22,18
512,Delhi Daredevils,Royal Challengers Bangalore,AD Mathews,3,1
530,Kings XI Punjab,Kolkata Knight Riders,MM Sharma,3,1
534,Delhi Daredevils,Mumbai Indians,Q de Kock,7,9
534,Mumbai Indians,Delhi Daredevils,JC Buttler,6,2
546,Rising Pune Supergiants,Mumbai Indians,SS Tiwary,48,57
555,Gujarat Lions,Kolkata Knight Riders,DR Smith,19,27
569,Sunrisers Hyderabad,Delhi Daredevils,DJ Hooda,1,1
58,Chennai Super Kings,Rajasthan Royals,MS Dhoni,17,29
63,Royal Challengers Bangalore,Chennai Super Kings,KP Pietersen,1,0
65,Deccan Chargers,Royal Challengers Bangalore,SB Styris,8,14
76,Mumbai Indians,Kings XI Punjab,S Dhawan,7,3
82,Delhi Daredevils,Chennai Super Kings,M Manhas,4,0
82,Delhi Daredevils,Chennai Super Kings,TM Dilshan,13,13
86,Rajasthan Royals,Kings XI Punjab,YK Pathan,7,12
113,Deccan Chargers,Delhi Daredevils,AA Bilakhia,21,10
115,Royal Challengers Bangalore,Deccan Chargers,RE van der Merwe,21,32
117,Mumbai Indians,Rajasthan Royals,SS Tiwary,34,53
119,Royal Challengers Bangalore,Kolkata Knight Riders,R Dravid,16,21
120,Chennai Super Kings,Deccan Chargers,R Ashwin,1,0
153,Kings XI Punjab,Rajasthan Royals,RS Bopara,12,8
162,Delhi Daredevils,Mumbai Indians,AB McDonald,31,33
175,Chennai Super Kings,Mumbai Indians,MS Dhoni,15,22
180,Pune Warriors,Kings XI Punjab,GC Smith,1,0
189,Royal Challengers Bangalore,Chennai Super Kings,TM Dilshan,1,0
220,Delhi Daredevils,Deccan Chargers,AJ Finch,2,0
225,Pune Warriors,Kings XI Punjab,Yuvraj Singh,16,35
251,Mumbai Indians,Pune Warriors,PP Ojha,1,0
259,Chennai Super Kings,Delhi Daredevils,SB Jakati,2,1
277,Mumbai Indians,Kings XI Punjab,AT Rayudu,4,3
291,Kings XI Punjab,Royal Challengers Bangalore,Mandeep Singh,31,43
292,Mumbai Indians,Pune Warriors,SR Tendulkar,36,34
300,Deccan Chargers,Kings XI Punjab,J Theron,6,7
344,Rajasthan Royals,Mumbai Indians,SR Watson,25,31
350,Kings XI Punjab,Pune Warriors,Azhar Mahmood,4,0
357,Sunrisers Hyderabad,Rajasthan Royals,KC Sangakkara,4,4
390,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,3,1
408,Rajasthan Royals,Chennai Super Kings,TG Southee,4,4
425,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,7,9
429,Kings XI Punjab,Royal Challengers Bangalore,Mandeep Singh,17,21
443,Kings XI Punjab,Delhi Daredevils,AR Patel,36,42
458,Kolkata Knight Riders,Kings XI Punjab,SA Yadav,6,5
46,Rajasthan Royals,Kolkata Knight Riders,SR Watson,15,19
463,Royal Challengers Bangalore,Kolkata Knight Riders,AN Ahmed,2,5
466,Royal Challengers Bangalore,Sunrisers Hyderabad,VR Aaron,3,6
475,Royal Challengers Bangalore,Mumbai Indians,D Wiese,25,47
494,Delhi Daredevils,Rajasthan Royals,AD Mathews,19,16
527,Kings XI Punjab,Rising Pune Supergiants,GJ Maxwell,14,32
531,Royal Challengers Bangalore,Mumbai Indians,KW Richardson,1,1
554,Mumbai Indians,Sunrisers Hyderabad,Harbhajan Singh,26,21
558,Mumbai Indians,Royal Challengers Bangalore,N Rana,11,9
70,Delhi Daredevils,Royal Challengers Bangalore,KD Karthik,10,12
9,Deccan Chargers,Rajasthan Royals,VVS Laxman,16,16
90,Kings XI Punjab,Chennai Super Kings,S Sohal,2,2
114,Chennai Super Kings,Royal Challengers Bangalore,JDP Oram,7,9
123,Kolkata Knight Riders,Chennai Super Kings,M Kartik,20,21
130,Delhi Daredevils,Deccan Chargers,MC Henriques,5,11
142,Kings XI Punjab,Mumbai Indians,MS Bisla,10,11
154,Delhi Daredevils,Kolkata Knight Riders,MF Maharoof,3,2
192,Kolkata Knight Riders,Rajasthan Royals,MK Tiwary,26,30
202,Kochi Tuskers Kerala,Rajasthan Royals,VVS Laxman,10,8
218,Pune Warriors,Mumbai Indians,GC Smith,12,6
22,Kolkata Knight Riders,Kings XI Punjab,SC Ganguly,8,5
235,Rajasthan Royals,Kochi Tuskers Kerala,JDP Oram,3,0
250,Delhi Daredevils,Kolkata Knight Riders,GJ Maxwell,7,3
262,Kings XI Punjab,Pune Warriors,PC Valthaty,1,0
264,Delhi Daredevils,Deccan Chargers,V Sehwag,5,7
282,Pune Warriors,Deccan Chargers,SC Ganguly,21,23
290,Rajasthan Royals,Delhi Daredevils,SP Goswami,22,18
312,Chennai Super Kings,Kings XI Punjab,M Vijay,14,10
313,Delhi Daredevils,Royal Challengers Bangalore,Y Venugopal Rao,24,36
334,Pune Warriors,Rajasthan Royals,RV Uthappa,16,32
34,Rajasthan Royals,Delhi Daredevils,YK Pathan,13,8
342,Royal Challengers Bangalore,Delhi Daredevils,AB McDonald,2,0
35,Royal Challengers Bangalore,Kings XI Punjab,Z Khan,4,1
358,Royal Challengers Bangalore,Mumbai Indians,KB Arun Karthik,8,12
362,Kings XI Punjab,Mumbai Indians,SE Marsh,13,10
362,Mumbai Indians,Kings XI Punjab,RG Sharma,40,79
368,Kolkata Knight Riders,Rajasthan Royals,G Gambhir,16,12
386,Kolkata Knight Riders,Pune Warriors,RN ten Doeschate,30,42
395,Mumbai Indians,Chennai Super Kings,PP Ojha,2,0
400,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,38,49
407,Sunrisers Hyderabad,Kings XI Punjab,AJ Finch,15,19
409,Kolkata Knight Riders,Royal Challengers Bangalore,JH Kallis,43,43
411,Chennai Super Kings,Mumbai Indians,BB McCullum,54,71
437,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan,39,45
444,Royal Challengers Bangalore,Sunrisers Hyderabad,Yuvraj Singh,25,21
447,Kolkata Knight Riders,Royal Challengers Bangalore,RN ten Doeschate,3,6
452,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,30,41
457,Kings XI Punjab,Chennai Super Kings,MG Johnson,1,1
460,Chennai Super Kings,Delhi Daredevils,BB McCullum,2,4
48,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,20,21
486,Delhi Daredevils,Kolkata Knight Riders,AD Mathews,15,22
537,Rising Pune Supergiants,Kolkata Knight Riders,F du Plessis,9,4
543,Kolkata Knight Riders,Delhi Daredevils,UT Yadav,3,2
557,Sunrisers Hyderabad,Rising Pune Supergiants,B Kumar,2,1
562,Rising Pune Supergiants,Kolkata Knight Riders,MS Dhoni,22,8
61,Delhi Daredevils,Kings XI Punjab,V Sehwag,18,38
63,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,15,16
64,Kings XI Punjab,Kolkata Knight Riders,K Goel,7,0
68,Royal Challengers Bangalore,Kings XI Punjab,LRPL Taylor,23,35
69,Deccan Chargers,Mumbai Indians,FH Edwards,3,1
85,Deccan Chargers,Chennai Super Kings,Shoaib Ahmed,2,1
113,Delhi Daredevils,Deccan Chargers,R Bhatia,2,4
126,Chennai Super Kings,Delhi Daredevils,S Badrinath,15,14
130,Delhi Daredevils,Deccan Chargers,S Ladda,1,0
136,Deccan Chargers,Rajasthan Royals,RG Sharma,37,49
147,Rajasthan Royals,Chennai Super Kings,AS Raut,4,2
186,Deccan Chargers,Royal Challengers Bangalore,B Chipli,35,61
186,Royal Challengers Bangalore,Deccan Chargers,CA Pujara,15,25
227,Pune Warriors,Deccan Chargers,Yuvraj Singh,6,2
256,Pune Warriors,Kings XI Punjab,MK Pandey,4,12
280,Pune Warriors,Delhi Daredevils,RV Uthappa,58,60
303,Pune Warriors,Royal Challengers Bangalore,R Sharma,2,0
31,Royal Challengers Bangalore,Mumbai Indians,Misbah-ul-Haq,1,0
339,Rajasthan Royals,Kings XI Punjab,SV Samson,23,27
356,Kolkata Knight Riders,Kings XI Punjab,EJG Morgan,27,42
358,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,3,2
36,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,7,10
372,Pune Warriors,Rajasthan Royals,MR Marsh,22,35
396,Sunrisers Hyderabad,Rajasthan Royals,CL White,28,31
40,Kolkata Knight Riders,Mumbai Indians,AB Dinda,1,1
407,Sunrisers Hyderabad,Kings XI Punjab,DW Steyn,16,12
424,Delhi Daredevils,Chennai Super Kings,LR Shukla,2,0
