match_id,batting_team,bowling_team,batsman,Balls_Played,Total_Runs
52,Royal Challengers Bangalore,Deccan Chargers,JH Kallis,5,6
522,Kolkata Knight Riders,Mumbai Indians,YK Pathan,6,9
523,Gujarat Lions,Rising Pune Supergiants,BB McCullum,31,49
524,Kings XI Punjab,Delhi Daredevils,MM Sharma,9,15
54,Rajasthan Royals,Mumbai Indians,RA Jadeja,20,23
543,Kolkata Knight Riders,Delhi Daredevils,R Sathish,7,6
59,Mumbai Indians,Chennai Super Kings,SR Tendulkar,49,59
65,Royal Challengers Bangalore,Deccan Chargers,KP Pietersen,17,11
69,Deccan Chargers,Mumbai Indians,RP Singh,4,4
74,Delhi Daredevils,Rajasthan Royals,PJ Sangwan,1,1
78,Rajasthan Royals,Chennai Super Kings,SK Trivedi,3,2
91,Mumbai Indians,Delhi Daredevils,L Ronchi,3,0
101,Mumbai Indians,Rajasthan Royals,Harbhajan Singh,9,7
105,Kings XI Punjab,Deccan Chargers,KC Sangakkara,43,56
120,Deccan Chargers,Chennai Super Kings,TL Suman,5,10
131,Kings XI Punjab,Chennai Super Kings,KC Sangakkara,16,15
139,Chennai Super Kings,Rajasthan Royals,ML Hayden,14,19
144,Rajasthan Royals,Delhi Daredevils,FY Fazal,2,0
164,Royal Challengers Bangalore,Rajasthan Royals,KP Pietersen,29,62
170,Delhi Daredevils,Deccan Chargers,PD Collingwood,43,51
172,Royal Challengers Bangalore,Mumbai Indians,DW Steyn,5,5
178,Royal Challengers Bangalore,Kochi Tuskers Kerala,MA Agarwal,27,33
184,Chennai Super Kings,Kings XI Punjab,MS Dhoni,20,43
192,Rajasthan Royals,Kolkata Knight Riders,A Singh,2,0
206,Kochi Tuskers Kerala,Deccan Chargers,BJ Hodge,3,0
207,Delhi Daredevils,Kolkata Knight Riders,M Morkel,5,6
21,Deccan Chargers,Royal Challengers Bangalore,AS Yadav,8,8
223,Delhi Daredevils,Mumbai Indians,Y Venugopal Rao,27,37
225,Pune Warriors,Kings XI Punjab,RV Uthappa,18,22
23,Mumbai Indians,Delhi Daredevils,AM Nayar,6,2
230,Delhi Daredevils,Chennai Super Kings,Y Venugopal Rao,22,30
232,Kolkata Knight Riders,Royal Challengers Bangalore,YK Pathan,24,36
245,Royal Challengers Bangalore,Chennai Super Kings,AB de Villiers,10,11
248,Royal Challengers Bangalore,Chennai Super Kings,SS Tiwary,34,42
255,Kolkata Knight Riders,Rajasthan Royals,JH Kallis,9,5
265,Pune Warriors,Chennai Super Kings,SC Ganguly,17,16
266,Kolkata Knight Riders,Kings XI Punjab,DB Das,23,35
267,Royal Challengers Bangalore,Rajasthan Royals,AB de Villiers,10,6
316,Kolkata Knight Riders,Pune Warriors,JH Kallis,18,13
351,Chennai Super Kings,Rajasthan Royals,RA Jadeja,2,0
36,Kolkata Knight Riders,Delhi Daredevils,SC Ganguly,6,7
369,Delhi Daredevils,Sunrisers Hyderabad,V Sehwag,17,8
37,Chennai Super Kings,Mumbai Indians,SK Raina,6,1
375,Kolkata Knight Riders,Mumbai Indians,R McLaren,3,1
384,Delhi Daredevils,Kings XI Punjab,V Sehwag,23,23
384,Kings XI Punjab,Delhi Daredevils,Mandeep Singh,16,24
40,Kolkata Knight Riders,Mumbai Indians,A Chopra,4,1
409,Royal Challengers Bangalore,Kolkata Knight Riders,V Kohli,23,31
423,Rajasthan Royals,Kolkata Knight Riders,SV Samson,32,37
430,Sunrisers Hyderabad,Delhi Daredevils,DA Warner,11,12
445,Chennai Super Kings,Kolkata Knight Riders,SK Raina,53,65
451,Chennai Super Kings,Royal Challengers Bangalore,DR Smith,17,34
475,Royal Challengers Bangalore,Mumbai Indians,AB de Villiers,12,41
515,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,18,12
529,Mumbai Indians,Sunrisers Hyderabad,HH Pandya,5,2
533,Royal Challengers Bangalore,Rising Pune Supergiants,V Kohli,70,80
535,Kings XI Punjab,Sunrisers Hyderabad,SE Marsh,34,40
537,Rising Pune Supergiants,Kolkata Knight Riders,AM Rahane,52,67
54,Mumbai Indians,Rajasthan Royals,YV Takawale,8,24
557,Sunrisers Hyderabad,Rising Pune Supergiants,MC Henriques,8,10
101,Mumbai Indians,Rajasthan Royals,YV Takawale,22,18
105,Deccan Chargers,Kings XI Punjab,HH Gibbs,37,26
11,Royal Challengers Bangalore,Rajasthan Royals,Z Khan,18,17
110,Chennai Super Kings,Kings XI Punjab,M Muralitharan,1,1
134,Kings XI Punjab,Rajasthan Royals,IK Pathan,1,1
138,Royal Challengers Bangalore,Delhi Daredevils,MK Pandey,29,39
147,Rajasthan Royals,Chennai Super Kings,YK Pathan,2,4
157,Chennai Super Kings,Deccan Chargers,MS Dhoni,13,7
161,Royal Challengers Bangalore,Deccan Chargers,CL White,3,4
163,Kolkata Knight Riders,Chennai Super Kings,SC Ganguly,12,10
168,Rajasthan Royals,Kolkata Knight Riders,P Dogra,12,8
215,Delhi Daredevils,Kochi Tuskers Kerala,NV Ojha,15,13
221,Kings XI Punjab,Royal Challengers Bangalore,Sunny Singh,5,4
243,Chennai Super Kings,Royal Challengers Bangalore,MEK Hussey,8,4
256,Pune Warriors,Kings XI Punjab,MN Samuels,39,46
279,Rajasthan Royals,Royal Challengers Bangalore,STR Binny,19,20
282,Deccan Chargers,Pune Warriors,JP Duminy,24,26
285,Royal Challengers Bangalore,Kolkata Knight Riders,CH Gayle,59,86
3,Rajasthan Royals,Delhi Daredevils,D Salunkhe,20,26
303,Royal Challengers Bangalore,Pune Warriors,CH Gayle,32,57
304,Kolkata Knight Riders,Mumbai Indians,MK Tiwary,25,27
321,Delhi Daredevils,Chennai Super Kings,Sunny Gupta,1,0
325,Pune Warriors,Sunrisers Hyderabad,Yuvraj Singh,5,2
329,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,6,11
334,Rajasthan Royals,Pune Warriors,STR Binny,5,1
351,Chennai Super Kings,Rajasthan Royals,MS Dhoni,17,21
368,Rajasthan Royals,Kolkata Knight Riders,DH Yagnik,6,10
378,Pune Warriors,Kolkata Knight Riders,M Rawat,11,5
382,Royal Challengers Bangalore,Kolkata Knight Riders,JD Unadkat,1,1
392,Pune Warriors,Delhi Daredevils,RV Gomez,1,4
413,Kings XI Punjab,Kolkata Knight Riders,GJ Maxwell,13,15
416,Royal Challengers Bangalore,Kings XI Punjab,AB Dinda,5,2
419,Chennai Super Kings,Kolkata Knight Riders,BB McCullum,40,56
419,Chennai Super Kings,Kolkata Knight Riders,DR Smith,11,16
436,Royal Challengers Bangalore,Delhi Daredevils,V Kohli,11,10
437,Sunrisers Hyderabad,Kings XI Punjab,KV Sharma,1,1
461,Rajasthan Royals,Kings XI Punjab,CH Morris,8,6
471,Chennai Super Kings,Mumbai Indians,SK Raina,32,43
495,Royal Challengers Bangalore,Chennai Super Kings,D Wiese,15,17
54,Rajasthan Royals,Mumbai Indians,M Kaif,16,12
550,Rising Pune Supergiants,Delhi Daredevils,UT Khawaja,27,30
73,Kolkata Knight Riders,Mumbai Indians,BJ Hodge,23,24
80,Kings XI Punjab,Royal Challengers Bangalore,PP Chawla,4,3
10,Mumbai Indians,Kings XI Punjab,MA Khote,7,8
117,Mumbai Indians,Rajasthan Royals,R McLaren,5,11
124,Mumbai Indians,Delhi Daredevils,KA Pollard,8,10
128,Rajasthan Royals,Kolkata Knight Riders,MM Patel,3,4
14,Delhi Daredevils,Kings XI Punjab,KD Karthik,14,24
144,Rajasthan Royals,Delhi Daredevils,SK Trivedi,5,7
146,Kings XI Punjab,Royal Challengers Bangalore,IK Pathan,6,16
15,Royal Challengers Bangalore,Chennai Super Kings,W Jaffer,36,50
163,Chennai Super Kings,Kolkata Knight Riders,SK Raina,41,78
184,Kings XI Punjab,Chennai Super Kings,Sunny Singh,11,20
19,Kolkata Knight Riders,Rajasthan Royals,I Sharma,1,1
19,Rajasthan Royals,Kolkata Knight Riders,YK Pathan,33,55
211,Kolkata Knight Riders,Kings XI Punjab,JH Kallis,4,1
22,Kings XI Punjab,Kolkata Knight Riders,IK Pathan,28,24
221,Royal Challengers Bangalore,Kings XI Punjab,TM Dilshan,9,16
245,Chennai Super Kings,Royal Challengers Bangalore,JA Morkel,10,28
274,Kings XI Punjab,Royal Challengers Bangalore,PP Chawla,3,7
277,Kings XI Punjab,Mumbai Indians,DJ Hussey,19,21
28,Delhi Daredevils,Chennai Super Kings,G Gambhir,51,80
28,Delhi Daredevils,Chennai Super Kings,Shoaib Malik,3,2
283,Mumbai Indians,Delhi Daredevils,KD Karthik,28,40
293,Chennai Super Kings,Deccan Chargers,MS Dhoni,28,34
311,Kolkata Knight Riders,Mumbai Indians,DB Das,3,2
312,Kings XI Punjab,Chennai Super Kings,Mandeep Singh,21,24
313,Delhi Daredevils,Royal Challengers Bangalore,LRPL Taylor,27,55
314,Rajasthan Royals,Deccan Chargers,A Chandila,1,0
326,Delhi Daredevils,Rajasthan Royals,DA Warner,58,77
331,Delhi Daredevils,Mumbai Indians,KM Jadhav,2,1
334,Pune Warriors,Rajasthan Royals,LRPL Taylor,20,17
341,Kolkata Knight Riders,Kings XI Punjab,EJG Morgan,39,47
346,Sunrisers Hyderabad,Kings XI Punjab,Q de Kock,4,0
348,Rajasthan Royals,Royal Challengers Bangalore,DH Yagnik,4,5
358,Mumbai Indians,Royal Challengers Bangalore,SL Malinga,1,0
395,Mumbai Indians,Chennai Super Kings,KD Karthik,18,11
397,Rajasthan Royals,Mumbai Indians,R Dravid,37,43
40,Mumbai Indians,Kolkata Knight Riders,ST Jayasuriya,21,48
409,Kolkata Knight Riders,Royal Challengers Bangalore,R Vinay Kumar,6,4
414,Mumbai Indians,Delhi Daredevils,CM Gautam,18,22
417,Kolkata Knight Riders,Rajasthan Royals,PP Chawla,1,0
465,Mumbai Indians,Kings XI Punjab,Harbhajan Singh,27,64
47,Mumbai Indians,Kings XI Punjab,VS Yeligati,2,2
470,Sunrisers Hyderabad,Rajasthan Royals,KL Rahul,5,2
493,Kings XI Punjab,Mumbai Indians,GJ Maxwell,9,12
502,Sunrisers Hyderabad,Delhi Daredevils,RS Bopara,11,17
505,Sunrisers Hyderabad,Kings XI Punjab,S Dhawan,19,24
507,Kings XI Punjab,Royal Challengers Bangalore,R Dhawan,1,1
519,Kolkata Knight Riders,Delhi Daredevils,MK Pandey,12,15
529,Mumbai Indians,Sunrisers Hyderabad,RG Sharma,8,5
535,Sunrisers Hyderabad,Kings XI Punjab,EJG Morgan,20,25
542,Gujarat Lions,Rising Pune Supergiants,RA Jadeja,1,0
56,Rajasthan Royals,Delhi Daredevils,M Rawat,4,2
56,Rajasthan Royals,Delhi Daredevils,SK Warne,1,0
568,Kolkata Knight Riders,Gujarat Lions,G Gambhir,8,8
568,Kolkata Knight Riders,Gujarat Lions,SP Narine,7,2
89,Royal Challengers Bangalore,Rajasthan Royals,V Kohli,22,15
96,Rajasthan Royals,Deccan Chargers,AS Raut,2,1
142,Kings XI Punjab,Mumbai Indians,K Goel,3,1
146,Royal Challengers Bangalore,Kings XI Punjab,V Kohli,26,42
170,Deccan Chargers,Delhi Daredevils,WPUJC Vaas,8,3
172,Mumbai Indians,Royal Challengers Bangalore,AT Rayudu,40,40
177,Rajasthan Royals,Deccan Chargers,R Dravid,36,28
18,Deccan Chargers,Kings XI Punjab,D Kalyankrishna,8,3
19,Rajasthan Royals,Kolkata Knight Riders,RA Jadeja,20,33
202,Rajasthan Royals,Kochi Tuskers Kerala,SR Watson,40,49
208,Mumbai Indians,Rajasthan Royals,Harbhajan Singh,7,10
215,Delhi Daredevils,Kochi Tuskers Kerala,RE van der Merwe,3,2
227,Deccan Chargers,Pune Warriors,KC Sangakkara,13,12
241,Kings XI Punjab,Deccan Chargers,Mandeep Singh,8,7
256,Pune Warriors,Kings XI Punjab,R Sharma,2,0
269,Rajasthan Royals,Deccan Chargers,DH Yagnik,3,9
271,Kolkata Knight Riders,Kings XI Punjab,JH Kallis,23,30
283,Mumbai Indians,Delhi Daredevils,AC Blizzard,3,0
300,Kings XI Punjab,Deccan Chargers,Mandeep Singh,50,75
307,Kings XI Punjab,Deccan Chargers,SE Marsh,7,11
32,Kings XI Punjab,Chennai Super Kings,Yuvraj Singh,5,2
337,Chennai Super Kings,Royal Challengers Bangalore,RA Jadeja,20,38
357,Sunrisers Hyderabad,Rajasthan Royals,S Dhawan,2,0
371,Mumbai Indians,Chennai Super Kings,RG Sharma,31,39
373,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,15,13
375,Kolkata Knight Riders,Mumbai Indians,SP Narine,6,3
377,Rajasthan Royals,Kings XI Punjab,R Dravid,7,4
39,Deccan Chargers,Delhi Daredevils,Shahid Afridi,14,33
391,Kings XI Punjab,Mumbai Indians,Azhar Mahmood,46,80
391,Kings XI Punjab,Mumbai Indians,DA Miller,5,6
395,Mumbai Indians,Chennai Super Kings,KA Pollard,16,24
4,Mumbai Indians,Royal Challengers Bangalore,PR Shah,23,19
415,Sunrisers Hyderabad,Chennai Super Kings,AJ Finch,46,44
473,Kolkata Knight Riders,Kings XI Punjab,RN ten Doeschate,1,0
476,Kolkata Knight Riders,Delhi Daredevils,YK Pathan,26,40
480,Mumbai Indians,Delhi Daredevils,LMP Simmons,16,15
514,Chennai Super Kings,Mumbai Indians,A Nehra,1,0
527,Kings XI Punjab,Rising Pune Supergiants,M Vohra,33,51
533,Royal Challengers Bangalore,Rising Pune Supergiants,SR Watson,1,1
549,Kings XI Punjab,Kolkata Knight Riders,Gurkeerat Singh,12,11
73,Mumbai Indians,Kolkata Knight Riders,AM Nayar,3,3
88,Mumbai Indians,Deccan Chargers,SR Tendulkar,4,2
111,Mumbai Indians,Delhi Daredevils,PR Shah,11,12
114,Royal Challengers Bangalore,Chennai Super Kings,JH Kallis,7,9
137,Kings XI Punjab,Kolkata Knight Riders,MS Bisla,28,22
15,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,31,65
150,Royal Challengers Bangalore,Delhi Daredevils,LRPL Taylor,10,22
162,Delhi Daredevils,Mumbai Indians,V Sehwag,19,20
167,Royal Challengers Bangalore,Mumbai Indians,A Kumble,3,1
188,Mumbai Indians,Kochi Tuskers Kerala,SR Tendulkar,71,100
201,Deccan Chargers,Mumbai Indians,DB Ravi Teja,4,1
247,Mumbai Indians,Royal Challengers Bangalore,KA Pollard,6,3
255,Rajasthan Royals,Kolkata Knight Riders,R Dravid,24,26
293,Chennai Super Kings,Deccan Chargers,S Badrinath,1,1
303,Pune Warriors,Royal Challengers Bangalore,MJ Clarke,10,13
341,Kolkata Knight Riders,Kings XI Punjab,G Gambhir,39,60
353,Kings XI Punjab,Delhi Daredevils,SE Marsh,46,45
379,Delhi Daredevils,Royal Challengers Bangalore,V Sehwag,10,18
396,Rajasthan Royals,Sunrisers Hyderabad,BJ Hodge,31,54
399,Kolkata Knight Riders,Mumbai Indians,SA Yadav,5,13
406,Delhi Daredevils,Chennai Super Kings,JP Duminy,14,15
410,Delhi Daredevils,Sunrisers Hyderabad,KD Karthik,14,15
450,Rajasthan Royals,Kings XI Punjab,STR Binny,11,7
454,Rajasthan Royals,Mumbai Indians,KK Nair,27,50
469,Kings XI Punjab,Delhi Daredevils,WP Saha,30,39
48,Chennai Super Kings,Royal Challengers Bangalore,S Vidyut,3,0
488,Chennai Super Kings,Kolkata Knight Riders,MS Dhoni,7,3
499,Sunrisers Hyderabad,Rajasthan Royals,RS Bopara,13,17
516,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,45,41
540,Gujarat Lions,Delhi Daredevils,DR Smith,30,53
575,Sunrisers Hyderabad,Kolkata Knight Riders,Bipul Sharma,6,14
75,Royal Challengers Bangalore,Kolkata Knight Riders,MK Pandey,2,2
83,Kings XI Punjab,Kolkata Knight Riders,Yuvraj Singh,17,14
84,Mumbai Indians,Royal Challengers Bangalore,SR Tendulkar,11,11
86,Rajasthan Royals,Kings XI Punjab,AS Raut,1,1
165,Delhi Daredevils,Chennai Super Kings,KD Karthik,17,13
173,Deccan Chargers,Chennai Super Kings,MD Mishra,5,2
199,Kolkata Knight Riders,Royal Challengers Bangalore,JH Kallis,45,40
239,Pune Warriors,Kolkata Knight Riders,MK Pandey,12,16
247,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,15,13
270,Pune Warriors,Royal Challengers Bangalore,JD Ryder,22,34
278,Kolkata Knight Riders,Deccan Chargers,G Gambhir,31,30
317,Deccan Chargers,Royal Challengers Bangalore,PA Patel,22,16
346,Sunrisers Hyderabad,Kings XI Punjab,BB Samantray,12,10
368,Kolkata Knight Riders,Rajasthan Royals,MS Bisla,26,29
375,Mumbai Indians,Kolkata Knight Riders,KA Pollard,4,4
395,Mumbai Indians,Chennai Super Kings,MG Johnson,7,6
415,Chennai Super Kings,Sunrisers Hyderabad,F du Plessis,1,0
422,Royal Challengers Bangalore,Sunrisers Hyderabad,HV Patel,2,1
432,Kings XI Punjab,Kolkata Knight Riders,R Dhawan,6,4
435,Chennai Super Kings,Rajasthan Royals,SK Raina,3,2
440,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,29,27
448,Sunrisers Hyderabad,Chennai Super Kings,NV Ojha,18,19
461,Rajasthan Royals,Kings XI Punjab,SPD Smith,24,33
467,Mumbai Indians,Rajasthan Royals,CJ Anderson,38,50
471,Mumbai Indians,Chennai Super Kings,Harbhajan Singh,22,24
486,Delhi Daredevils,Kolkata Knight Riders,JA Morkel,3,5
50,Mumbai Indians,Delhi Daredevils,SM Pollock,15,16
503,Mumbai Indians,Royal Challengers Bangalore,RG Sharma,14,15
505,Kings XI Punjab,Sunrisers Hyderabad,GJ Maxwell,6,11
521,Royal Challengers Bangalore,Sunrisers Hyderabad,CH Gayle,5,1
536,Gujarat Lions,Royal Challengers Bangalore,RA Jadeja,11,12
56,Delhi Daredevils,Rajasthan Royals,MK Tiwary,3,0
574,Gujarat Lions,Royal Challengers Bangalore,KD Karthik,32,26
575,Sunrisers Hyderabad,Kolkata Knight Riders,MC Henriques,21,31
58,Rajasthan Royals,Chennai Super Kings,M Kaif,9,12
9,Deccan Chargers,Rajasthan Royals,A Symonds,57,117
10,Mumbai Indians,Kings XI Punjab,DJ Bravo,22,23
105,Deccan Chargers,Kings XI Punjab,Y Venugopal Rao,1,0
177,Deccan Chargers,Rajasthan Royals,B Chipli,9,6
18,Kings XI Punjab,Deccan Chargers,SE Marsh,63,84
186,Royal Challengers Bangalore,Deccan Chargers,V Kohli,51,71
2,Chennai Super Kings,Kings XI Punjab,S Badrinath,14,31
217,Chennai Super Kings,Rajasthan Royals,M Vijay,6,5
243,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,7,4
251,Mumbai Indians,Pune Warriors,SA Yadav,4,0
261,Royal Challengers Bangalore,Chennai Super Kings,CH Gayle,40,68
261,Royal Challengers Bangalore,Chennai Super Kings,V Kohli,48,57
284,Chennai Super Kings,Kings XI Punjab,F du Plessis,20,29
299,Pune Warriors,Rajasthan Royals,AD Mathews,12,11
32,Kings XI Punjab,Chennai Super Kings,DPMD Jayawardene,6,8
324,Mumbai Indians,Royal Challengers Bangalore,Harbhajan Singh,1,1
333,Kolkata Knight Riders,Royal Challengers Bangalore,JH Kallis,19,16
334,Pune Warriors,Rajasthan Royals,AD Mathews,1,1
339,Rajasthan Royals,Kings XI Punjab,R Dravid,12,9
344,Rajasthan Royals,Mumbai Indians,AM Rahane,57,68
347,Chennai Super Kings,Kolkata Knight Riders,M Vijay,5,2
352,Pune Warriors,Royal Challengers Bangalore,M Manhas,13,11
362,Kings XI Punjab,Mumbai Indians,Gurkeerat Singh,4,2
381,Kings XI Punjab,Sunrisers Hyderabad,R Sathish,18,25
425,Royal Challengers Bangalore,Mumbai Indians,CH Gayle,25,38
453,Delhi Daredevils,Kings XI Punjab,KP Pietersen,41,58
502,Sunrisers Hyderabad,Delhi Daredevils,S Dhawan,10,13
512,Royal Challengers Bangalore,Delhi Daredevils,CH Gayle,5,1
524,Delhi Daredevils,Kings XI Punjab,SS Iyer,5,3
526,Gujarat Lions,Mumbai Indians,DJ Bravo,6,2
529,Mumbai Indians,Sunrisers Hyderabad,Harbhajan Singh,4,1
540,Delhi Daredevils,Gujarat Lions,KK Nair,7,9
547,Royal Challengers Bangalore,Kolkata Knight Riders,STR Binny,4,16
552,Rising Pune Supergiants,Royal Challengers Bangalore,NLTC Perera,8,14
568,Kolkata Knight Riders,Gujarat Lions,Shakib Al Hasan,8,3
568,Kolkata Knight Riders,Gujarat Lions,YK Pathan,37,36
575,Kolkata Knight Riders,Sunrisers Hyderabad,MK Pandey,28,36
65,Royal Challengers Bangalore,Deccan Chargers,A Kumble,1,1
69,Deccan Chargers,Mumbai Indians,PP Ojha,2,0
92,Kings XI Punjab,Deccan Chargers,B Lee,10,14
1,Royal Challengers Bangalore,Kolkata Knight Riders,R Dravid,3,2
10,Kings XI Punjab,Mumbai Indians,B Lee,9,16
100,Royal Challengers Bangalore,Chennai Super Kings,RV Uthappa,4,6
107,Kolkata Knight Riders,Chennai Super Kings,BJ Hodge,44,71
110,Kings XI Punjab,Chennai Super Kings,PP Chawla,5,4
127,Kings XI Punjab,Deccan Chargers,RS Bopara,33,38
133,Chennai Super Kings,Royal Challengers Bangalore,R Ashwin,10,11
141,Delhi Daredevils,Kolkata Knight Riders,G Gambhir,2,1
155,Deccan Chargers,Royal Challengers Bangalore,A Symonds,25,53
155,Deccan Chargers,Royal Challengers Bangalore,RG Sharma,5,6
197,Kings XI Punjab,Rajasthan Royals,R McLaren,8,2
210,Kochi Tuskers Kerala,Delhi Daredevils,M Klinger,6,2
217,Chennai Super Kings,Rajasthan Royals,MEK Hussey,57,79
222,Chennai Super Kings,Kolkata Knight Riders,JA Morkel,32,30
258,Royal Challengers Bangalore,Kolkata Knight Riders,Z Khan,7,11
26,Deccan Chargers,Chennai Super Kings,AC Gilchrist,37,54
284,Chennai Super Kings,Kings XI Punjab,JA Morkel,9,8
306,Pune Warriors,Rajasthan Royals,JD Ryder,2,1
338,Sunrisers Hyderabad,Kolkata Knight Riders,A Mishra,1,1
346,Kings XI Punjab,Sunrisers Hyderabad,PP Chawla,16,23
353,Delhi Daredevils,Kings XI Punjab,BJ Rohrer,29,49
356,Kolkata Knight Riders,Kings XI Punjab,JH Kallis,33,37
39,Deccan Chargers,Delhi Daredevils,DP Vijaykumar,1,1
390,Sunrisers Hyderabad,Rajasthan Royals,KV Sharma,3,4
399,Mumbai Indians,Kolkata Knight Riders,MEK Hussey,13,3
405,Kings XI Punjab,Rajasthan Royals,DA Miller,20,51
419,Kolkata Knight Riders,Chennai Super Kings,RV Uthappa,38,47
441,Kolkata Knight Riders,Sunrisers Hyderabad,RV Uthappa,33,40
454,Rajasthan Royals,Mumbai Indians,SR Watson,18,8
473,Kolkata Knight Riders,Kings XI Punjab,MK Pandey,6,12
551,Sunrisers Hyderabad,Gujarat Lions,KS Williamson,9,6
8,Mumbai Indians,Chennai Super Kings,A Nehra,2,1
81,Deccan Chargers,Rajasthan Royals,TL Suman,31,41
85,Chennai Super Kings,Deccan Chargers,M Vijay,33,31
134,Kings XI Punjab,Rajasthan Royals,J Theron,4,2
152,Mumbai Indians,Chennai Super Kings,AN Ahmed,8,4
16,Mumbai Indians,Kolkata Knight Riders,MK Pandey,4,0
166,Deccan Chargers,Kings XI Punjab,A Symonds,7,4
174,Deccan Chargers,Royal Challengers Bangalore,DR Smith,10,5
194,Deccan Chargers,Delhi Daredevils,S Dhawan,5,8
196,Kochi Tuskers Kerala,Kolkata Knight Riders,RR Powar,6,3
196,Kolkata Knight Riders,Kochi Tuskers Kerala,JH Kallis,9,6
224,Kochi Tuskers Kerala,Royal Challengers Bangalore,RA Jadeja,23,23
228,Mumbai Indians,Kings XI Punjab,A Symonds,7,8
248,Chennai Super Kings,Royal Challengers Bangalore,SK Raina,6,8
255,Kolkata Knight Riders,Rajasthan Royals,BB McCullum,4,2
260,Rajasthan Royals,Mumbai Indians,SP Goswami,1,0
28,Delhi Daredevils,Chennai Super Kings,AB de Villiers,1,0
302,Rajasthan Royals,Chennai Super Kings,AM Rahane,22,17
304,Kolkata Knight Riders,Mumbai Indians,MS Bisla,2,1
326,Delhi Daredevils,Rajasthan Royals,IK Pathan,1,1
327,Chennai Super Kings,Mumbai Indians,M Vijay,8,5
339,Kings XI Punjab,Rajasthan Royals,P Kumar,8,15
352,Pune Warriors,Royal Challengers Bangalore,AG Murtaza,4,5
367,Royal Challengers Bangalore,Pune Warriors,CH Gayle,21,21
373,Sunrisers Hyderabad,Royal Challengers Bangalore,A Ashish Reddy,4,3
383,Chennai Super Kings,Rajasthan Royals,SK Raina,2,1
397,Rajasthan Royals,Mumbai Indians,BJ Hodge,21,19
40,Kolkata Knight Riders,Mumbai Indians,DJ Hussey,9,2
413,Kings XI Punjab,Kolkata Knight Riders,MG Johnson,1,0
413,Kings XI Punjab,Kolkata Knight Riders,WP Saha,10,14
424,Chennai Super Kings,Delhi Daredevils,BB McCullum,35,32
432,Kings XI Punjab,Kolkata Knight Riders,Mandeep Singh,3,0
456,Mumbai Indians,Chennai Super Kings,PP Ojha,1,1
463,Royal Challengers Bangalore,Kolkata Knight Riders,DJG Sammy,9,7
488,Kolkata Knight Riders,Chennai Super Kings,PP Chawla,2,0
499,Rajasthan Royals,Sunrisers Hyderabad,CH Morris,11,34
521,Royal Challengers Bangalore,Sunrisers Hyderabad,AB de Villiers,44,82
527,Rising Pune Supergiants,Kings XI Punjab,NLTC Perera,9,8
539,Rising Pune Supergiants,Sunrisers Hyderabad,F du Plessis,23,30
88,Deccan Chargers,Mumbai Indians,RJ Harris,4,5
92,Deccan Chargers,Kings XI Punjab,Y Venugopal Rao,26,32
92,Kings XI Punjab,Deccan Chargers,WA Mota,4,3
101,Mumbai Indians,Rajasthan Royals,SR Tendulkar,32,40
110,Kings XI Punjab,Chennai Super Kings,RR Powar,5,7
129,Mumbai Indians,Royal Challengers Bangalore,R Sathish,22,24
131,Chennai Super Kings,Kings XI Punjab,M Vijay,4,0
132,Kolkata Knight Riders,Mumbai Indians,CH Gayle,65,75
133,Chennai Super Kings,Royal Challengers Bangalore,PA Patel,3,1
141,Kolkata Knight Riders,Delhi Daredevils,CH Gayle,22,30
151,Deccan Chargers,Rajasthan Royals,RP Singh,6,3
161,Royal Challengers Bangalore,Deccan Chargers,V Kohli,4,3
162,Mumbai Indians,Delhi Daredevils,C Madan,21,15
173,Chennai Super Kings,Deccan Chargers,JA Morkel,4,4
207,Kolkata Knight Riders,Delhi Daredevils,JH Kallis,11,11
217,Rajasthan Royals,Chennai Super Kings,SR Watson,26,32
241,Deccan Chargers,Kings XI Punjab,S Dhawan,59,95
244,Kolkata Knight Riders,Mumbai Indians,SP Goswami,4,1
248,Chennai Super Kings,Royal Challengers Bangalore,MS Dhoni,13,22
251,Mumbai Indians,Pune Warriors,RE Levi,2,0
263,Kolkata Knight Riders,Rajasthan Royals,YK Pathan,8,7
280,Delhi Daredevils,Pune Warriors,LRPL Taylor,14,9
328,Pune Warriors,Kings XI Punjab,B Kumar,12,8
335,Delhi Daredevils,Sunrisers Hyderabad,IK Pathan,33,23
354,Mumbai Indians,Kolkata Knight Riders,AT Rayudu,8,13
363,Chennai Super Kings,Pune Warriors,MS Dhoni,16,45
382,Royal Challengers Bangalore,Kolkata Knight Riders,MC Henriques,11,11
387,Delhi Daredevils,Chennai Super Kings,IK Pathan,5,4
4,Royal Challengers Bangalore,Mumbai Indians,B Akhil,6,3
411,Mumbai Indians,Chennai Super Kings,AP Tare,19,23
442,Rajasthan Royals,Mumbai Indians,UBT Chand,10,2
449,Mumbai Indians,Delhi Daredevils,JJ Bumrah,3,0
451,Royal Challengers Bangalore,Chennai Super Kings,MA Starc,2,2
